iid,sub_class,model,n_turns,n_turns_extracted,tool_entropy_last10,n_tools_last10
amueller__word_cloud.ec24191c.func_basic__1cxy987j,locked,gpt-5-router,5,5,2.321928094887362,5
amueller__word_cloud.ec24191c.func_pm_ctrl_shuffle__3gl981ew,locked,gpt-5-router,12,12,2.321928094887362,10
amueller__word_cloud.ec24191c.func_pm_class_rm_funcs__kalziion,locked,gpt-5-router,8,8,2.25,8
amueller__word_cloud.ec24191c.combine_file__3ebhp167,locked,gpt-5-router,11,10,2.6464393446710157,10
amueller__word_cloud.ec24191c.func_basic__b5q81acm,locked,gpt-5-router,9,8,2.4056390622295662,8
amueller__word_cloud.ec24191c.combine_file__9bx7cdni,locked,gpt-5-router,12,11,2.046439344671015,10
alecthomas__voluptuous.a7a55f83.lm_rewrite__nvi66qd6,success,gpt-5-router,9,9,2.725480556997868,9
alecthomas__voluptuous.a7a55f83.lm_rewrite__dj1zx0iw,success,gpt-5-router,9,9,2.4193819456463714,9
alecthomas__voluptuous.a7a55f83.func_basic__r5qe2q6h,success,gpt-5-router,8,7,2.1280852788913944,7
alecthomas__voluptuous.a7a55f83.func_basic__v9rby1g4,success,gpt-5-router,12,12,2.321928094887362,10
alecthomas__voluptuous.a7a55f83.func_basic__qcno6dmf,success,gpt-5-router,7,7,2.521640636343318,7
alecthomas__voluptuous.a7a55f83.func_basic__k08gu2vu,success,gpt-5-router,6,6,2.251629167387823,6
alecthomas__voluptuous.a7a55f83.lm_rewrite__zu6hmv8w,success,gpt-5-router,6,6,2.2516291673878226,6
alecthomas__voluptuous.a7a55f83.func_pm_remove_wrapper__6v39t09u,success,gpt-5-router,16,16,1.7219280948873623,10
alecthomas__voluptuous.a7a55f83.func_basic__pjarqgyc,success,gpt-5-router,6,6,2.251629167387823,6
alecthomas__voluptuous.a7a55f83.func_pm_ctrl_shuffle__atnsjibd,success,gpt-5-router,10,10,1.3567796494470397,10
alecthomas__voluptuous.a7a55f83.func_basic__s6p9o8ru,success,gpt-5-router,12,12,2.0464393446710156,10
alecthomas__voluptuous.a7a55f83.func_basic__2d6tf8vw,success,gpt-5-router,13,13,2.4464393446710155,10
alanjds__drf-nested-routers.6144169d.func_pm_ctrl_shuffle__mnv2bb2s,success,gpt-5-router,11,11,1.6858157091530304,11
alanjds__drf-nested-routers.6144169d.lm_rewrite__vbqacgin,success,gpt-5-router,17,17,1.295461844238322,10
alanjds__drf-nested-routers.6144169d.lm_rewrite__134rq2rq,success,gpt-5-router,12,12,1.8676338909712125,11
alanjds__drf-nested-routers.6144169d.func_basic__qgxvthrr,success,gpt-5-router,8,8,2.5219280948873624,10
alanjds__drf-nested-routers.6144169d.func_pm_ctrl_shuffle__758felx3,success,gpt-5-router,6,6,2.584962500721156,6
alanjds__drf-nested-routers.6144169d.combine_file__y0w56ip1,success,gpt-5-router,14,14,1.8676338909712125,11
alanjds__drf-nested-routers.6144169d.func_basic__c6wzdae3,success,gpt-5-router,6,6,1.4591479170272448,6
alanjds__drf-nested-routers.6144169d.combine_file__uaa81nj3,success,gpt-5-router,7,7,2.521640636343318,7
alanjds__drf-nested-routers.6144169d.combine_file__ofv9qumm,success,gpt-5-router,17,16,2.5219280948873624,10
alanjds__drf-nested-routers.6144169d.combine_file__jyvyemve,locked,gpt-5-router,19,18,0.9219280948873623,10
alanjds__drf-nested-routers.6144169d.func_basic__keyt6hfq,wandering,gpt-5-router,13,13,1.6171895725927152,11
aio-libs__async-timeout.d0baa9f1.func_basic__yu2uj8j8,locked,gpt-5-router,13,13,2.4464393446710155,10
aio-libs__async-timeout.d0baa9f1.func_basic__etiyc452,success,gpt-5-router,5,5,2.321928094887362,5
aio-libs__async-timeout.d0baa9f1.lm_rewrite__ly5l6tf8,locked,gpt-5-router,9,9,1.7527152789797045,9
aio-libs__async-timeout.d0baa9f1.lm_rewrite__kqd6t1mb,locked,gpt-5-router,8,8,2.25,8
aio-libs__async-timeout.d0baa9f1.combine_file__la9dmvt9,locked,gpt-5-router,6,6,2.2516291673878226,6
aio-libs__async-timeout.d0baa9f1.func_basic__4dm8pgbf,success,gpt-5-router,7,7,2.2359263506290326,7
aio-libs__async-timeout.d0baa9f1.func_basic__xhowq34y,success,gpt-5-router,7,7,2.1280852788913944,7
aio-libs__async-timeout.d0baa9f1.func_basic__38edt9p9,success,gpt-5-router,8,8,2.25,8
aio-libs__async-timeout.d0baa9f1.func_basic__aqzl677s,success,gpt-5-router,6,6,2.584962500721156,6
aio-libs__async-timeout.d0baa9f1.combine_file__3qpnebr7,locked,gpt-5-router,7,7,1.6644977792004614,7
aio-libs__async-timeout.d0baa9f1.combine_file__6efj5rce,locked,gpt-5-router,9,9,1.6577427265048887,9
agronholm__typeguard.b6a7e438.lm_rewrite__6uazsa7t,locked,gpt-5-router,17,17,2.481714572986073,11
agronholm__typeguard.b6a7e438.func_pm_ctrl_shuffle__4czbqrvs,success,gpt-5-router,14,13,2.321928094887362,10
agronholm__typeguard.b6a7e438.lm_rewrite__4igsgfuj,locked,gpt-5-router,11,11,2.121928094887362,10
agronholm__typeguard.b6a7e438.func_pm_remove_assign__d1frm3g9,locked,gpt-5-router,7,7,2.5216406363433186,7
agronholm__typeguard.b6a7e438.func_basic__wc0hxeyd,success,gpt-5-router,21,21,2.721928094887362,10
agronholm__typeguard.b6a7e438.func_basic__6okla0hx,success,gpt-5-router,9,9,2.4193819456463714,9
agronholm__typeguard.b6a7e438.func_basic__iobt2zt5,locked,gpt-5-router,7,7,2.5216406363433186,7
agronholm__typeguard.b6a7e438.func_basic__8cbnepek,success,gpt-5-router,6,6,2.584962500721156,6
agronholm__typeguard.b6a7e438.combine_file__bvbn0gpe,locked,gpt-5-router,17,17,2.1219280948873624,10
agronholm__typeguard.b6a7e438.combine_file__y7fbfgvb,locked,gpt-5-router,19,19,2.121928094887362,10
agronholm__typeguard.b6a7e438.combine_file__y38vauhz,locked,gpt-5-router,9,9,1.224394445405986,9
agronholm__typeguard.b6a7e438.combine_file__cczk49sy,locked,gpt-5-router,17,17,2.4464393446710155,10
agronholm__exceptiongroup.0b4f4937.lm_rewrite__bkxsvzn4,locked,gpt-5-router,12,12,1.3567796494470397,10
agronholm__exceptiongroup.0b4f4937.func_pm_op_change_const__xj33eyzm,locked,gpt-5-router,21,21,2.0464393446710156,10
agronholm__exceptiongroup.0b4f4937.func_pm_remove_assign__m5pepyrs,locked,gpt-5-router,10,10,2.446439344671015,10
agronholm__exceptiongroup.0b4f4937.func_pm_ctrl_invert_if__3tri0hm7,locked,gpt-5-router,13,13,1.8464393446710154,10
agronholm__exceptiongroup.0b4f4937.func_pm_class_rm_funcs__bgr4pb5e,locked,gpt-5-router,6,6,2.2516291673878226,6
agronholm__exceptiongroup.0b4f4937.lm_rewrite__qxuvv8lp,locked,gpt-5-router,8,8,2.75,8
agronholm__exceptiongroup.0b4f4937.combine_module__3hhws1dx,locked,gpt-5-router,8,8,2.1556390622295662,8
agronholm__exceptiongroup.0b4f4937.func_pm_remove_cond__39xvmpvq,locked,gpt-5-router,14,14,1.7219280948873623,10
adrienverge__yamllint.8513d9b9.func_pm_remove_cond__oka0nt5b,success,gpt-5-router,9,9,2.4193819456463714,9
adrienverge__yamllint.8513d9b9.func_pm_remove_loop__o2g8yksw,success,gpt-5-router,11,11,1.1567796494470395,10
agronholm__exceptiongroup.0b4f4937.func_basic__al74c46e,locked,gpt-5-router,10,10,2.6464393446710157,10
agronholm__exceptiongroup.0b4f4937.func_basic__8rwenkzc,locked,gpt-5-router,10,10,2.321928094887362,10
agronholm__exceptiongroup.0b4f4937.func_basic__4njcbj1q,locked,gpt-5-router,8,8,2.4056390622295662,8
adrienverge__yamllint.8513d9b9.func_pm_remove_cond__t5rdeahe,success,gpt-5-router,17,17,1.6858157091530304,11
agronholm__exceptiongroup.0b4f4937.combine_module__9lvhskem,locked,gpt-5-router,10,10,1.5709505944546687,10
adrienverge__yamllint.8513d9b9.func_basic__2bthobvd,locked,gpt-5-router,10,10,0.9219280948873623,10
adrienverge__yamllint.8513d9b9.combine_module__8iwxw7z8,success,gpt-5-router,11,11,2.446439344671015,10
adrienverge__yamllint.8513d9b9.lm_rewrite__rb1yeud4,success,gpt-5-router,14,13,1.823067982273661,11
adrienverge__yamllint.8513d9b9.func_basic__w9fdrblo,locked,gpt-5-router,25,25,0.9709505944546686,10
adrienverge__yamllint.8513d9b9.func_pm_remove_cond__lhgt6yrf,wandering,gpt-5-router,18,18,0.9940302114769565,11
adrienverge__yamllint.8513d9b9.func_basic__245w2wn8,locked,gpt-5-router,10,10,2.446439344671015,10
adrienverge__yamllint.8513d9b9.combine_module__30d896vl,success,gpt-5-router,8,8,1.811278124459133,8
adrienverge__yamllint.8513d9b9.combine_file__bxeftelo,success,gpt-5-router,9,9,2.725480556997868,9
Suor__funcy.207a7810.lm_rewrite__vlmxryld,locked,gpt-5-router,12,12,2.1709505944546685,10
adrienverge__yamllint.8513d9b9.combine_file__dtyulq12,locked,gpt-5-router,15,15,1.1567796494470395,10
Suor__funcy.207a7810.func_basic__uftnuels,locked,gpt-5-router,9,9,1.6577427265048887,9
Suor__funcy.207a7810.func_pm_remove_cond__6kcyutv4,success,gpt-5-router,11,10,1.9609640474436814,10
Suor__funcy.207a7810.func_basic__r5a1c8wn,success,gpt-5-router,10,9,2.4193819456463714,9
Suor__funcy.207a7810.func_basic__lnpujkau,success,gpt-5-router,8,8,2.4056390622295662,8
Suor__funcy.207a7810.func_basic__qh5vyz0k,success,gpt-5-router,8,8,2.5,8
PyCQA__flake8.cf1542ce.func_basic__kpepp1sy,locked,gpt-5-router,9,9,2.94770277922009,9
Suor__funcy.207a7810.func_basic__t1925j1w,success,gpt-5-router,9,9,2.725480556997868,9
Suor__funcy.207a7810.func_basic__nmozl9jz,success,gpt-5-router,7,7,2.5216406363433186,7
PyCQA__flake8.cf1542ce.func_basic__tf9qkbi7,locked,gpt-5-router,21,21,2.9219280948873623,10
PyCQA__flake8.cf1542ce.func_basic__d3slsmlm,locked,gpt-5-router,11,11,0.4394969869215134,11
Suor__funcy.207a7810.func_basic__eai94wpv,success,gpt-5-router,6,6,1.7924812503605778,6
Suor__funcy.207a7810.func_basic__0wzrtaiz,locked,gpt-5-router,8,8,1.2987949406953985,8
Suor__funcy.207a7810.combine_file__yfhbsd88,success,gpt-5-router,8,8,1.7527152789797045,9
Suor__funcy.207a7810.combine_file__pljdqiv1,success,gpt-5-router,10,10,2.321928094887362,10
PyCQA__flake8.cf1542ce.func_pm_ctrl_shuffle__8ydh5nmj,locked,gpt-5-router,12,12,0.9219280948873623,10
PyCQA__flake8.cf1542ce.lm_rewrite__x521e2aj,wandering,gpt-5-router,11,11,0.9219280948873623,10
PyCQA__flake8.cf1542ce.func_basic__u72oyl7u,locked,gpt-5-router,11,11,2.121928094887362,10
PyCQA__flake8.cf1542ce.combine_file__00lpnlny,locked,gpt-5-router,10,10,2.7219280948873625,10
PyCQA__flake8.cf1542ce.combine_file__i7fq9n55,locked,gpt-5-router,15,15,2.2464393446710154,10
PyCQA__flake8.cf1542ce.combine_module__ijkxx757,locked,gpt-5-router,10,10,0.41381685030363374,12
PyCQA__flake8.cf1542ce.func_pm_class_rm_funcs__krq6jmf5,locked,gpt-5-router,17,16,1.7219280948873623,10
PyCQA__flake8.cf1542ce.combine_file__ulwnilbs,locked,gpt-5-router,8,8,-0.0,8
Mimino666__langdetect.a1598f1a.func_basic__oowdtwni,success,gpt-5-router,6,6,2.584962500721156,6
Mimino666__langdetect.a1598f1a.func_basic__9e17fhas,success,gpt-5-router,7,7,2.2359263506290326,7
Mimino666__langdetect.a1598f1a.func_pm_remove_assign__d8cita5b,success,gpt-5-router,10,9,1.836591668108979,9
Mimino666__langdetect.a1598f1a.combine_module__lc2arajs,success,gpt-5-router,17,17,1.6854752972273346,10
Mimino666__langdetect.a1598f1a.func_basic__m41lzc1u,success,gpt-5-router,8,8,1.75,8
Knio__dominate.9082227e.combine_file__4oiguynb,locked,gpt-5-router,8,7,2.2359263506290326,7
Mimino666__langdetect.a1598f1a.func_basic__2ai41n2s,success,gpt-5-router,6,6,2.251629167387823,6
Mimino666__langdetect.a1598f1a.func_basic__3ss6mlqe,success,gpt-5-router,5,5,1.9219280948873623,5
Mimino666__langdetect.a1598f1a.combine_file__8h7nevau,success,gpt-5-router,15,15,2.1709505944546685,10
Mimino666__langdetect.a1598f1a.combine_module__0xj0hqal,success,gpt-5-router,15,15,0.9709505944546686,10
Mimino666__langdetect.a1598f1a.combine_module__cvj728cx,wandering,gpt-5-router,23,22,1.9609640474436814,10
Mimino666__langdetect.a1598f1a.combine_module__ociwa8w2,success,gpt-5-router,13,13,1.6854752972273344,10
Mimino666__langdetect.a1598f1a.combine_file__c24mxoqs,success,gpt-5-router,8,8,2.5,8
Knio__dominate.9082227e.pr_184,success,gpt-5-router,7,7,2.5216406363433186,7
Knio__dominate.9082227e.func_basic__resw7g2k,success,gpt-5-router,9,9,2.058813890331201,9
Knio__dominate.9082227e.func_basic__01pkn73c,success,gpt-5-router,8,8,2.1556390622295662,8
Knio__dominate.9082227e.pr_166,success,gpt-5-router,8,8,2.5,8
Knio__dominate.9082227e.func_basic__s567f7gk,success,gpt-5-router,5,5,1.9219280948873623,5
Knio__dominate.9082227e.lm_rewrite__461x0qe2,success,gpt-5-router,15,15,2.0403733936884962,11
Knio__dominate.9082227e.combine_file__ubumxmnm,success,gpt-5-router,14,14,2.321928094887362,10
Knio__dominate.9082227e.combine_file__h3zeq2of,success,gpt-5-router,9,9,2.058813890331201,9
Knio__dominate.9082227e.combine_file__lfhwmvs5,success,gpt-5-router,6,6,2.251629167387823,6
Knio__dominate.9082227e.combine_file__d7fon4r9,success,gpt-5-router,12,12,2.321928094887362,10
Instagram__MonkeyType.70c3acf6.pr_311,success,gpt-5-router,23,23,2.2312702546075758,11
Instagram__MonkeyType.70c3acf6.pr_88,success,gpt-5-router,11,11,2.046439344671015,10
Knio__dominate.9082227e.combine_file__2zd38qg5,success,gpt-5-router,9,9,2.121928094887362,10
Instagram__MonkeyType.70c3acf6.pr_191,success,gpt-5-router,14,14,0.9219280948873623,10
Instagram__MonkeyType.70c3acf6.func_pm_remove_cond__5t7d91sk,wandering,gpt-5-router,17,16,1.7609640474436812,10
Instagram__MonkeyType.70c3acf6.pr_161,success,gpt-5-router,20,20,2.1709505944546685,10
Instagram__MonkeyType.70c3acf6.func_pm_remove_assign__yrpocwq5,success,gpt-5-router,7,7,1.3787834934861753,7
Instagram__MonkeyType.70c3acf6.func_pm_op_swap__tksnlowb,success,gpt-5-router,7,7,2.5216406363433186,7
Instagram__MonkeyType.70c3acf6.func_pm_ctrl_shuffle__gxuubwy2,locked,gpt-5-router,11,11,0.4689955935892812,10
Instagram__MonkeyType.70c3acf6.func_pm_op_swap__g308uqre,success,gpt-5-router,15,15,1.6854752972273346,10
Instagram__MonkeyType.70c3acf6.func_pm_op_swap__kd220ih9,locked,gpt-5-router,8,7,2.2359263506290326,7
Instagram__MonkeyType.70c3acf6.func_pm_class_rm_base__3iu84l6q,locked,gpt-5-router,13,13,1.8954618442383218,10
HIPS__autograd.ac044f0d.lm_rewrite__dqlaa8hf,wandering,gpt-5-router,20,19,2.0464393446710156,10
HIPS__autograd.ac044f0d.lm_rewrite__bwa9chhe,wandering,gpt-5-router,18,18,2.0464393446710156,10
HIPS__autograd.ac044f0d.lm_rewrite__lzl17rhq,locked,gpt-5-router,11,11,2.5219280948873624,10
HIPS__autograd.ac044f0d.lm_rewrite__pdkg065d,locked,gpt-5-router,9,9,2.058813890331201,9
HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__8idsrhqu,locked,gpt-5-router,8,8,2.0,8
HIPS__autograd.ac044f0d.lm_rewrite__t1rxdv09,locked,gpt-5-router,15,15,2.7219280948873625,10
HIPS__autograd.ac044f0d.lm_rewrite__pvazqanl,wandering,gpt-5-router,20,20,1.0,10
HIPS__autograd.ac044f0d.lm_rewrite__cy12xl6n,locked,gpt-5-router,8,7,2.1280852788913944,7
HIPS__autograd.ac044f0d.func_pm_op_change_const__kz6q3nnv,locked,gpt-5-router,8,8,2.75,8
HIPS__autograd.ac044f0d.lm_rewrite__v9lj4x6z,locked,gpt-5-router,19,19,2.1709505944546685,10
HIPS__autograd.ac044f0d.lm_rewrite__2l1df76i,wandering,gpt-5-router,9,9,2.113283334294875,9
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__is4a5cib,locked,gpt-5-router,13,13,0.9219280948873623,10
Instagram__MonkeyType.70c3acf6.func_pm_class_shuffle_funcs__daqgeidi,locked,gpt-5-router,14,14,2.2464393446710154,10
Cog-Creators__Red-DiscordBot.33e0eac7.func_basic__yjakazgz,success,gpt-5-router,11,10,2.721928094887362,10
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__ib9j050b,wandering,gpt-5-router,21,21,1.4854752972273344,10
Cog-Creators__Red-DiscordBot.33e0eac7.func_basic__ud5mdxhp,success,gpt-5-router,9,9,2.725480556997868,9
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__ttqf604h,locked,gpt-5-router,12,12,1.3567796494470397,10
Cog-Creators__Red-DiscordBot.33e0eac7.func_basic__grdh8un9,locked,gpt-5-router,9,9,1.6577427265048887,9
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__zr5uqr3e,locked,gpt-5-router,13,13,1.5709505944546687,10
Cog-Creators__Red-DiscordBot.33e0eac7.func_pm_ctrl_shuffle__0q3zbdnf,locked,gpt-5-router,14,14,0.8658566174572235,11
Cog-Creators__Red-DiscordBot.33e0eac7.func_pm_ctrl_shuffle__h2kbx5sw,success,gpt-5-router,13,13,1.9609640474436814,10
Cog-Creators__Red-DiscordBot.33e0eac7.func_basic__abp2ptel,locked,gpt-5-router,16,16,0.9219280948873623,10
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__1qhrm4tp,success,gpt-5-router,15,15,2.413088436425758,11
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__4lipjp36,locked,gpt-5-router,6,6,1.2516291673878228,6
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__rf8xqnfi,locked,gpt-5-router,8,8,1.5487949406953985,8
Cog-Creators__Red-DiscordBot.33e0eac7.combine_module__6gfxaj0e,locked,gpt-5-router,7,7,2.2359263506290326,7
Cog-Creators__Red-DiscordBot.33e0eac7.combine_file__onskze9t,locked,gpt-5-router,7,6,1.7924812503605778,6
