iid,sub_class,model,n_msgs,n_turns_extracted,tool_entropy_last10,n_tools_last10
cknd__stackprinter.219fcc52.combine_file__3mb4yuht,wandering,claude-3-7-sonnet-20250219,89,44,1.4854752972273344,10
pandas-dev__pandas.95280573.pr_57665,wandering,claude-3-7-sonnet-20250219,153,76,1.4854752972273344,10
mozillazg__python-pinyin.e42dede5.combine_file__9wqxev96,wandering,claude-3-7-sonnet-20250219,45,22,1.8464393446710154,10
adrienverge__yamllint.8513d9b9.lm_rewrite__rn13hpyh,locked,claude-3-7-sonnet-20250219,71,35,1.7609640474436812,10
google__textfsm.c31b6007.lm_rewrite__2egqcc5c,wandering,claude-3-7-sonnet-20250219,61,30,1.7609640474436812,10
tweepy__tweepy.91a41c6e.lm_rewrite__0phsmhs8,wandering,claude-3-7-sonnet-20250219,55,27,2.1219280948873624,10
dask__dask.5f61e423.pr_9739,wandering,claude-3-7-sonnet-20250219,133,66,1.3709505944546687,10
tox-dev__pipdeptree.c31b6418.pr_279,wandering,claude-3-7-sonnet-20250219,53,26,1.5219280948873621,10
adrienverge__yamllint.8513d9b9.pr_550,wandering,claude-3-7-sonnet-20250219,95,47,1.9219280948873623,10
lincolnloop__python-qrcode.456b01d4.combine_file__gggwqo96,success,claude-3-7-sonnet-20250219,81,40,0.7219280948873623,10
cantools__cantools.0c6a7871.combine_file__2x8k5l18,wandering,claude-3-7-sonnet-20250219,69,34,1.8464393446710154,10
pygments__pygments.27649ebb.pr_2596,wandering,claude-3-7-sonnet-20250219,103,51,1.5709505944546687,10
pandas-dev__pandas.95280573.pr_54246,locked,claude-3-7-sonnet-20250219,91,45,1.7609640474436812,10
pallets__click.fde47b4b.combine_file__eo8v8dpq,wandering,claude-3-7-sonnet-20250219,93,46,2.1219280948873624,10
cknd__stackprinter.219fcc52.lm_rewrite__h88769hx,wandering,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
iterative__dvc.1d6ea681.pr_10435,wandering,claude-3-7-sonnet-20250219,153,76,1.6854752972273346,10
getnikola__nikola.0f4c230e.func_pm_remove_assign__7wy0dugj,wandering,claude-3-7-sonnet-20250219,109,54,1.5219280948873621,10
marshmallow-code__apispec.8b421526.combine_file__hde72x89,wandering,claude-3-7-sonnet-20250219,69,34,1.7609640474436812,10
mahmoud__glom.fb3c4e76.lm_rewrite__ainnrkn6,wandering,claude-3-7-sonnet-20250219,99,49,1.4854752972273344,10
lepture__mistune.bf54ef67.combine_file__dqjlfnk9,wandering,claude-3-7-sonnet-20250219,57,28,1.5219280948873621,10
chardet__chardet.9630f238.combine_file__5zgxk3lq,wandering,claude-3-7-sonnet-20250219,151,75,2.0464393446710156,10
iterative__dvc.1d6ea681.pr_7907,wandering,claude-3-7-sonnet-20250219,83,41,1.5219280948873621,10
lincolnloop__python-qrcode.456b01d4.combine_file__5wxrnyqu,locked,claude-3-7-sonnet-20250219,69,34,1.9709505944546686,10
jaraco__inflect.c079a96a.func_basic__cey00xv0,locked,claude-3-7-sonnet-20250219,131,65,2.0464393446710156,10
jaraco__inflect.c079a96a.func_basic__31p51k97,locked,claude-3-7-sonnet-20250219,71,35,1.7609640474436812,10
getmoto__moto.694ce1f4.pr_5154,wandering,claude-3-7-sonnet-20250219,103,51,1.9609640474436814,10
python-hyper__h11.bed0dd4a.combine_file__bxhryayu,success,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
andialbrecht__sqlparse.e57923b3.pr_768,locked,claude-3-7-sonnet-20250219,105,52,1.7609640474436812,10
pallets__flask.bc098406.combine_file__tlhiwkx7,wandering,claude-3-7-sonnet-20250219,111,55,1.7609640474436812,10
spulec__freezegun.5f171db0.func_pm_remove_loop__eq97088v,locked,claude-3-7-sonnet-20250219,129,64,1.9219280948873623,10
oauthlib__oauthlib.1fd52536.combine_file__us28se2z,wandering,claude-3-7-sonnet-20250219,49,24,1.4854752972273344,10
davidhalter__parso.338a5760.combine_file__abh9oh88,wandering,claude-3-7-sonnet-20250219,139,69,1.6854752972273346,10
pndurette__gTTS.dbcda4f3.pr_440,wandering,claude-3-7-sonnet-20250219,37,18,1.8464393446710154,10
oauthlib__oauthlib.1fd52536.combine_file__a0mopj7p,wandering,claude-3-7-sonnet-20250219,83,41,1.7609640474436812,10
kurtmckee__feedparser.cad965a3.combine_file__wxiem2q4,wandering,claude-3-7-sonnet-20250219,131,65,1.8464393446710154,10
cantools__cantools.0c6a7871.combine_file__y33zovz6,success,claude-3-7-sonnet-20250219,85,42,2.1219280948873624,10
Project-MONAI__MONAI.a09c1f08.pr_6549,wandering,claude-3-7-sonnet-20250219,47,23,1.9219280948873623,10
pyupio__safety.7654596b.combine_module__av5fdunh,wandering,claude-3-7-sonnet-20250219,51,25,1.9709505944546686,10
encode__starlette.db5063c2.combine_file__ca773v6g,locked,claude-3-7-sonnet-20250219,53,26,1.8464393446710154,10
python-trio__trio.cfbbe2c1.combine_file__l77tng3n,wandering,claude-3-7-sonnet-20250219,73,36,1.7609640474436812,10
Project-MONAI__MONAI.a09c1f08.pr_6308,wandering,claude-3-7-sonnet-20250219,45,22,2.170950594454669,10
gawel__pyquery.811cd048.lm_rewrite__9iut44hl,wandering,claude-3-7-sonnet-20250219,95,47,1.5709505944546687,10
getmoto__moto.694ce1f4.pr_5275,wandering,claude-3-7-sonnet-20250219,109,54,1.7609640474436812,10
oauthlib__oauthlib.1fd52536.combine_file__kacru9dp,wandering,claude-3-7-sonnet-20250219,47,23,1.9219280948873623,10
mahmoud__glom.fb3c4e76.lm_rewrite__c5tayn7a,wandering,claude-3-7-sonnet-20250219,153,76,1.8464393446710154,10
getmoto__moto.694ce1f4.pr_5175,locked,claude-3-7-sonnet-20250219,153,76,1.3609640474436813,10
hukkin__tomli.443a0c1b.lm_rewrite__58grwkl8,wandering,claude-3-7-sonnet-20250219,153,76,1.1567796494470395,10
pandas-dev__pandas.95280573.pr_59144,wandering,claude-3-7-sonnet-20250219,83,41,1.7609640474436812,10
adrienverge__yamllint.8513d9b9.combine_file__6a6kjfy8,wandering,claude-3-7-sonnet-20250219,101,50,1.9709505944546686,10
dask__dask.5f61e423.lm_rewrite__5elhetca,locked,claude-3-7-sonnet-20250219,89,44,1.7609640474436812,10
conan-io__conan.86f29e13.pr_11666,locked,claude-3-7-sonnet-20250219,57,28,1.8464393446710154,10
alecthomas__voluptuous.a7a55f83.lm_rewrite__r0z5frsb,locked,claude-3-7-sonnet-20250219,61,30,1.3709505944546687,10
jawah__charset_normalizer.1fdd6463.combine_file__d58pvsxg,wandering,claude-3-7-sonnet-20250219,133,66,1.5219280948873621,10
cloudpipe__cloudpickle.6220b0ce.func_basic__0lun00yt,wandering,claude-3-7-sonnet-20250219,63,31,2.1219280948873624,10
conan-io__conan.86f29e13.pr_13544,wandering,claude-3-7-sonnet-20250219,115,57,1.5219280948873621,10
pndurette__gTTS.dbcda4f3.combine_file__oz7rnfvf,wandering,claude-3-7-sonnet-20250219,87,43,1.4854752972273344,10
google__textfsm.c31b6007.combine_file__n71is6qa,success,claude-3-7-sonnet-20250219,95,47,1.5709505944546687,10
rubik__radon.54b88e58.lm_rewrite__6het9nbj,locked,claude-3-7-sonnet-20250219,99,49,1.6854752972273346,10
getmoto__moto.694ce1f4.pr_5106,locked,claude-3-7-sonnet-20250219,135,67,1.7609640474436812,10
pyupio__safety.7654596b.combine_file__2gn66224,wandering,claude-3-7-sonnet-20250219,135,67,1.8464393446710154,10
pyupio__safety.7654596b.lm_rewrite__utiptkir,wandering,claude-3-7-sonnet-20250219,153,76,1.8464393446710154,10
kurtmckee__feedparser.cad965a3.combine_file__e5p6iw68,wandering,claude-3-7-sonnet-20250219,75,37,2.1219280948873624,10
modin-project__modin.8c7799fd.pr_7307,locked,claude-3-7-sonnet-20250219,111,55,1.7609640474436812,10
encode__starlette.db5063c2.combine_file__rbrfbzjk,wandering,claude-3-7-sonnet-20250219,91,45,1.4854752972273344,10
encode__starlette.db5063c2.pr_2065,wandering,claude-3-7-sonnet-20250219,65,32,1.9609640474436814,10
tox-dev__pipdeptree.c31b6418.combine_file__qf0f2d9i,locked,claude-3-7-sonnet-20250219,67,33,1.4854752972273344,10
getmoto__moto.694ce1f4.pr_6405,wandering,claude-3-7-sonnet-20250219,75,37,1.7609640474436812,10
andialbrecht__sqlparse.e57923b3.lm_rewrite__0qd7z9ez,wandering,claude-3-7-sonnet-20250219,55,27,1.7609640474436812,10
pygments__pygments.27649ebb.pr_2551,locked,claude-3-7-sonnet-20250219,53,26,1.7609640474436812,10
adrienverge__yamllint.8513d9b9.combine_file__xux26562,wandering,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
andialbrecht__sqlparse.e57923b3.combine_file__9b5ribm7,wandering,claude-3-7-sonnet-20250219,83,41,1.7609640474436812,10
pallets__flask.bc098406.combine_file__z3ma2cdp,wandering,claude-3-7-sonnet-20250219,43,21,1.8464393446710154,10
benoitc__gunicorn.bacbf8aa.combine_file__tw2hrpxp,wandering,claude-3-7-sonnet-20250219,95,47,1.3709505944546687,10
conan-io__conan.86f29e13.pr_11330,wandering,claude-3-7-sonnet-20250219,55,27,1.7609640474436812,10
oauthlib__oauthlib.1fd52536.combine_file__y7ldos3s,wandering,claude-3-7-sonnet-20250219,91,45,1.4854752972273344,10
Project-MONAI__MONAI.a09c1f08.pr_7664,wandering,claude-3-7-sonnet-20250219,49,24,1.8464393446710154,10
facebookresearch__fvcore.a491d5b9.lm_rewrite__eb9yluzu,wandering,claude-3-7-sonnet-20250219,79,39,1.9709505944546686,10
facelessuser__soupsieve.a8080d97.combine_file__e7h34m4y,locked,claude-3-7-sonnet-20250219,117,58,1.9709505944546686,10
facebookresearch__hydra.0f03eb60.pr_2085,wandering,claude-3-7-sonnet-20250219,85,42,2.1219280948873624,10
gawel__pyquery.811cd048.combine_file__zc3d850c,locked,claude-3-7-sonnet-20250219,71,35,1.7609640474436812,10
Project-MONAI__MONAI.a09c1f08.pr_8125,wandering,claude-3-7-sonnet-20250219,121,60,1.7609640474436812,10
pydantic__pydantic.acb0f10f.func_pm_remove_cond__rfnjafzv,locked,claude-3-7-sonnet-20250219,127,63,1.295461844238322,10
getmoto__moto.694ce1f4.pr_5011,locked,claude-3-7-sonnet-20250219,153,76,2.1219280948873624,10
conan-io__conan.86f29e13.pr_17591,success,claude-3-7-sonnet-20250219,119,59,1.5709505944546687,10
Project-MONAI__MONAI.a09c1f08.pr_6955,wandering,claude-3-7-sonnet-20250219,49,24,2.246439344671016,10
davidhalter__parso.338a5760.combine_file__9ubj9fgh,wandering,claude-3-7-sonnet-20250219,107,53,2.246439344671016,10
getmoto__moto.694ce1f4.pr_7972,wandering,claude-3-7-sonnet-20250219,153,76,1.8464393446710154,10
Project-MONAI__MONAI.a09c1f08.pr_5405,wandering,claude-3-7-sonnet-20250219,73,36,1.9219280948873623,10
marshmallow-code__marshmallow.9716fc62.combine_file__r3bsyxuq,wandering,claude-3-7-sonnet-20250219,97,48,1.9609640474436814,10
iterative__dvc.1d6ea681.pr_9017,wandering,claude-3-7-sonnet-20250219,153,76,1.5709505944546687,10
mahmoud__glom.fb3c4e76.combine_file__x7285apx,wandering,claude-3-7-sonnet-20250219,129,64,1.9219280948873623,10
oauthlib__oauthlib.1fd52536.combine_file__ce2ryqth,wandering,claude-3-7-sonnet-20250219,49,24,2.1219280948873624,10
arrow-py__arrow.1d70d009.combine_file__7ostu42h,wandering,claude-3-7-sonnet-20250219,55,27,2.1219280948873624,10
tox-dev__pipdeptree.c31b6418.combine_file__51zjkuzq,wandering,claude-3-7-sonnet-20250219,35,17,1.8464393446710154,10
pallets__flask.bc098406.combine_file__jx36tfjn,wandering,claude-3-7-sonnet-20250219,51,25,1.8464393446710154,10
Project-MONAI__MONAI.a09c1f08.pr_5502,wandering,claude-3-7-sonnet-20250219,41,20,1.9219280948873623,10
adrienverge__yamllint.8513d9b9.combine_file__wft43dms,wandering,claude-3-7-sonnet-20250219,49,24,1.3709505944546687,10
pyparsing__pyparsing.533adf47.combine_file__h76xa6k3,locked,claude-3-7-sonnet-20250219,31,15,1.4854752972273344,10
pygments__pygments.27649ebb.pr_2474,wandering,claude-3-7-sonnet-20250219,41,20,1.8464393446710154,10
pandas-dev__pandas.95280573.pr_57764,wandering,claude-3-7-sonnet-20250219,89,44,1.4854752972273344,10
seperman__deepdiff.ed252022.lm_rewrite__6vvmfyn2,wandering,claude-3-7-sonnet-20250219,65,32,1.9219280948873623,10
python-trio__trio.cfbbe2c1.combine_file__i8ans3fr,wandering,claude-3-7-sonnet-20250219,59,29,1.7609640474436812,10
oauthlib__oauthlib.1fd52536.combine_file__y02xqgvh,wandering,claude-3-7-sonnet-20250219,41,20,1.8464393446710154,10
iterative__dvc.1d6ea681.pr_9951,locked,claude-3-7-sonnet-20250219,75,37,1.7609640474436812,10
iterative__dvc.1d6ea681.pr_9146,wandering,claude-3-7-sonnet-20250219,101,50,1.7609640474436812,10
marshmallow-code__webargs.dbde72fe.combine_file__4j0alc2a,wandering,claude-3-7-sonnet-20250219,53,26,1.8464393446710154,10
conan-io__conan.86f29e13.pr_13450,locked,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
Project-MONAI__MONAI.a09c1f08.pr_7077,wandering,claude-3-7-sonnet-20250219,105,52,1.7609640474436812,10
conan-io__conan.86f29e13.pr_15470,wandering,claude-3-7-sonnet-20250219,79,39,1.7609640474436812,10
jaraco__inflect.c079a96a.lm_rewrite__9qw8gbnx,wandering,claude-3-7-sonnet-20250219,107,53,2.1219280948873624,10
pydicom__pydicom.7d361b3d.combine_module__1edssz0a,locked,claude-3-7-sonnet-20250219,43,21,2.1219280948873624,10
mahmoud__glom.fb3c4e76.combine_file__6j1ump4h,wandering,claude-3-7-sonnet-20250219,131,65,1.1567796494470395,10
conan-io__conan.86f29e13.pr_13390,wandering,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
adrienverge__yamllint.8513d9b9.combine_file__deu1v8h9,locked,claude-3-7-sonnet-20250219,113,56,1.9219280948873623,10
pyupio__safety.7654596b.combine_file__m92kensw,wandering,claude-3-7-sonnet-20250219,85,42,2.1219280948873624,10
conan-io__conan.86f29e13.pr_15950,wandering,claude-3-7-sonnet-20250219,57,28,1.5219280948873621,10
davidhalter__parso.338a5760.combine_file__nmemvq9e,wandering,claude-3-7-sonnet-20250219,45,22,1.9709505944546686,10
agronholm__exceptiongroup.0b4f4937.combine_file__leti1lvr,locked,claude-3-7-sonnet-20250219,121,60,1.4854752972273344,10
pallets__jinja.ada0a9a6.lm_rewrite__3dvzi4xg,locked,claude-3-7-sonnet-20250219,87,43,1.7609640474436812,10
jaraco__inflect.c079a96a.func_basic__otpqh3ho,wandering,claude-3-7-sonnet-20250219,135,67,1.7609640474436812,10
gruns__furl.da386f68.lm_rewrite__9nb66oj3,wandering,claude-3-7-sonnet-20250219,63,31,1.4854752972273344,10
getmoto__moto.694ce1f4.pr_7456,wandering,claude-3-7-sonnet-20250219,153,76,1.8464393446710154,10
Project-MONAI__MONAI.a09c1f08.pr_6544,locked,claude-3-7-sonnet-20250219,77,38,1.9609640474436814,10
matthewwithanm__python-markdownify.6258f5c3.pr_150,wandering,claude-3-7-sonnet-20250219,91,45,1.3709505944546687,10
pdfminer__pdfminer.six.1a8bd2f7.lm_rewrite__vwrospz1,wandering,claude-3-7-sonnet-20250219,101,50,1.8464393446710154,10
benoitc__gunicorn.bacbf8aa.combine_file__dd69knnd,wandering,claude-3-7-sonnet-20250219,109,54,1.7609640474436812,10
jaraco__inflect.c079a96a.lm_rewrite__nzw0xcl2,wandering,claude-3-7-sonnet-20250219,115,57,1.295461844238322,10
cookiecutter__cookiecutter.b4451231.pr_1950,wandering,claude-3-7-sonnet-20250219,77,38,1.9219280948873623,10
conan-io__conan.86f29e13.pr_15382,wandering,claude-3-7-sonnet-20250219,71,35,1.4854752972273344,10
pandas-dev__pandas.95280573.pr_58437,wandering,claude-3-7-sonnet-20250219,153,76,1.7219280948873623,10
iterative__dvc.1d6ea681.pr_9758,wandering,claude-3-7-sonnet-20250219,73,36,1.7609640474436812,10
pallets__click.fde47b4b.combine_file__1dmpgrck,wandering,claude-3-7-sonnet-20250219,95,47,1.4854752972273344,10
benoitc__gunicorn.bacbf8aa.lm_rewrite__x0efmhvb,wandering,claude-3-7-sonnet-20250219,77,38,1.4854752972273344,10
cantools__cantools.0c6a7871.combine_file__ahhxq332,locked,claude-3-7-sonnet-20250219,53,26,1.7609640474436812,10
spulec__freezegun.5f171db0.func_basic__y1yif0o5,wandering,claude-3-7-sonnet-20250219,63,31,1.7609640474436812,10
oauthlib__oauthlib.1fd52536.combine_file__txqx39lf,wandering,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
pyutils__line_profiler.a646bf0f.combine_module__x8xqh8jn,locked,claude-3-7-sonnet-20250219,49,24,1.3709505944546687,10
python-hyper__h11.bed0dd4a.combine_file__p7mms3r1,wandering,claude-3-7-sonnet-20250219,79,39,2.2464393446710154,10
cknd__stackprinter.219fcc52.lm_rewrite__4yfvlq78,wandering,claude-3-7-sonnet-20250219,65,32,1.7609640474436812,10
pallets__flask.bc098406.combine_file__p6likiaw,wandering,claude-3-7-sonnet-20250219,73,36,1.6854752972273346,10
Mimino666__langdetect.a1598f1a.combine_file__z5f4vtp8,wandering,claude-3-7-sonnet-20250219,67,33,2.1219280948873624,10
cantools__cantools.0c6a7871.combine_file__c733290x,locked,claude-3-7-sonnet-20250219,103,51,1.8464393446710154,10
conan-io__conan.86f29e13.pr_17568,wandering,claude-3-7-sonnet-20250219,71,35,1.9219280948873623,10
pyparsing__pyparsing.533adf47.combine_file__ofqc9f2b,wandering,claude-3-7-sonnet-20250219,73,36,1.5709505944546687,10
mozillazg__python-pinyin.e42dede5.combine_file__r3gsfl4t,wandering,claude-3-7-sonnet-20250219,39,19,1.3709505944546687,10
Project-MONAI__MONAI.a09c1f08.pr_3560,wandering,claude-3-7-sonnet-20250219,31,15,1.9219280948873623,10
cantools__cantools.0c6a7871.combine_file__o0yp15q2,wandering,claude-3-7-sonnet-20250219,153,76,1.5709505944546687,10
cknd__stackprinter.219fcc52.combine_file__7gqfh6ju,wandering,claude-3-7-sonnet-20250219,37,18,1.8464393446710154,10
gweis__isodate.17cb25eb.combine_file__ecidj3bk,locked,claude-3-7-sonnet-20250219,59,29,1.4854752972273344,10
facebookresearch__hydra.0f03eb60.pr_3023,wandering,claude-3-7-sonnet-20250219,79,39,1.8464393446710154,10
jaraco__inflect.c079a96a.func_basic__536jolbn,wandering,claude-3-7-sonnet-20250219,105,52,1.8464393446710154,10
python-hyper__h11.bed0dd4a.combine_file__5bgrd1b4,locked,claude-3-7-sonnet-20250219,97,48,1.5709505944546687,10
lepture__mistune.bf54ef67.combine_file__dhg8tkt1,wandering,claude-3-7-sonnet-20250219,63,31,1.4854752972273344,10
getmoto__moto.694ce1f4.lm_rewrite__wuujtjnu,wandering,claude-3-7-sonnet-20250219,89,44,1.1567796494470395,10
iterative__dvc.1d6ea681.pr_7835,wandering,claude-3-7-sonnet-20250219,125,62,1.7609640474436812,10
sqlfluff__sqlfluff.50a1c4b6.pr_5104,success,claude-3-7-sonnet-20250219,153,76,1.8464393446710154,10
Project-MONAI__MONAI.a09c1f08.pr_4402,wandering,claude-3-7-sonnet-20250219,79,39,1.4854752972273344,10
seatgeek__thefuzz.8a05a3ee.combine_file__e1efgbx1,locked,claude-3-7-sonnet-20250219,99,49,1.7609640474436812,10
iterative__dvc.1d6ea681.pr_9344,wandering,claude-3-7-sonnet-20250219,77,38,1.6854752972273344,10
PyCQA__flake8.cf1542ce.combine_file__i7fq9n55,wandering,claude-3-7-sonnet-20250219,47,23,2.1219280948873624,10
gawel__pyquery.811cd048.combine_file__qe2f2anj,wandering,claude-3-7-sonnet-20250219,153,76,1.8464393446710154,10
jawah__charset_normalizer.1fdd6463.func_basic__fabmhmpl,locked,claude-3-7-sonnet-20250219,153,76,1.7609640474436812,10
andialbrecht__sqlparse.e57923b3.lm_rewrite__et9evoo0,success,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
pyupio__safety.7654596b.lm_rewrite__6w7hgxhi,wandering,claude-3-7-sonnet-20250219,89,44,1.9219280948873623,10
iterative__dvc.1d6ea681.pr_7432,wandering,claude-3-7-sonnet-20250219,153,76,1.7609640474436812,10
davidhalter__parso.338a5760.combine_file__f2swz0ds,locked,claude-3-7-sonnet-20250219,91,45,1.8464393446710154,10
getmoto__moto.694ce1f4.pr_7963,wandering,claude-3-7-sonnet-20250219,115,57,1.5219280948873621,10
Project-MONAI__MONAI.a09c1f08.pr_4918,wandering,claude-3-7-sonnet-20250219,153,76,1.295461844238322,10
cantools__cantools.0c6a7871.lm_rewrite__piq14eq9,wandering,claude-3-7-sonnet-20250219,141,70,1.7219280948873623,10
encode__starlette.db5063c2.combine_file__u9di185l,wandering,claude-3-7-sonnet-20250219,51,25,1.8464393446710154,10
marshmallow-code__webargs.dbde72fe.combine_file__z92q1v60,wandering,claude-3-7-sonnet-20250219,79,39,2.1219280948873624,10
Project-MONAI__MONAI.a09c1f08.pr_7321,wandering,claude-3-7-sonnet-20250219,71,35,1.4854752972273344,10
gawel__pyquery.811cd048.combine_file__kvj1j11b,wandering,claude-3-7-sonnet-20250219,67,33,2.246439344671016,10
cantools__cantools.0c6a7871.combine_file__90wfysrq,locked,claude-3-7-sonnet-20250219,87,43,1.9219280948873623,10
Project-MONAI__MONAI.a09c1f08.pr_5383,wandering,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
oauthlib__oauthlib.1fd52536.lm_rewrite__03zeswcq,wandering,claude-3-7-sonnet-20250219,51,25,1.4854752972273344,10
agronholm__typeguard.b6a7e438.combine_file__bvbn0gpe,wandering,claude-3-7-sonnet-20250219,77,38,1.7609640474436812,10
jawah__charset_normalizer.1fdd6463.func_basic__n59bk9z0,wandering,claude-3-7-sonnet-20250219,55,27,1.7609640474436812,10
jaraco__inflect.c079a96a.lm_rewrite__q6mgx2da,wandering,claude-3-7-sonnet-20250219,95,47,1.5709505944546687,10
pyupio__safety.7654596b.pr_661,wandering,claude-3-7-sonnet-20250219,63,31,2.2464393446710154,10
getnikola__nikola.0f4c230e.func_pm_remove_loop__sw2gyfu0,locked,claude-3-7-sonnet-20250219,107,53,1.7609640474436812,10
pyutils__line_profiler.a646bf0f.combine_file__yxgaavc1,wandering,claude-3-7-sonnet-20250219,57,28,1.8464393446710154,10
lepture__mistune.bf54ef67.combine_file__zr44osmi,wandering,claude-3-7-sonnet-20250219,49,24,1.9609640474436814,10
pyupio__safety.7654596b.combine_module__2yi6sviw,wandering,claude-3-7-sonnet-20250219,95,47,1.4854752972273344,10
PyCQA__flake8.cf1542ce.combine_file__bnpax9t0,wandering,claude-3-7-sonnet-20250219,63,31,1.9219280948873623,10
mahmoud__boltons.3bfcfdd0.lm_rewrite__ubfle6wk,locked,claude-3-7-sonnet-20250219,33,16,1.8464393446710154,10
pyupio__safety.7654596b.combine_module__0xpuor70,locked,claude-3-7-sonnet-20250219,89,44,1.4854752972273344,10
cantools__cantools.0c6a7871.combine_file__2brlcts5,locked,claude-3-7-sonnet-20250219,75,37,1.7609640474436812,10
iterative__dvc.1d6ea681.pr_10386,wandering,claude-3-7-sonnet-20250219,71,35,1.4854752972273344,10
